Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NR,Rajasthan,13796,0,243.7,01-02-2020
NER,Nagaland,129,2,2.1,01-02-2020
NER,Mizoram,109,1,1.7,01-02-2020
NR,Delhi,4006,0,68,01-02-2020
NR,UP,15176,545,276.9,01-02-2020
NR,Uttarakhand,2100,0,39.2,01-02-2020
NR,HP,1742,0,30.8,01-02-2020
NR,J&K(UT) and Ladakh(UT),2603,651,51.1,01-02-2020
NR,Chandigarh,245,0,4,01-02-2020
NR,Punjab,5804,0,111.6,01-02-2020
WR,Gujarat,15562,0,324,01-02-2020
WR,MP,14444,0,264.8,01-02-2020
WR,Maharashtra,21830,0,443.4,01-02-2020
WR,Goa,534,0,10.6,01-02-2020
WR,DD,309,0,7,01-02-2020
WR,DNH,766,0,17.8,01-02-2020
WR,Essar steel,667,0,5.8,01-02-2020
NR,Haryana,6291,0,124.7,01-02-2020
SR,Andhra Pradesh,9299,0,188.6,01-02-2020
SR,Karnataka,12311,0,233.8,01-02-2020
SR,Kerala,3585,0,73.7,01-02-2020
SR,Tamil Nadu,14246,0,306.3,01-02-2020
SR,Pondy,365,0,7.6,01-02-2020
ER,Bihar,4212,0,76.8,01-02-2020
ER,DVC,2924,0,63.3,01-02-2020
ER,Jharkhand,1233,0,24.1,01-02-2020
ER,Odisha,3810,0,70.1,01-02-2020
ER,West Bengal,6224,0,119.8,01-02-2020
ER,Sikkim,136,0,2.1,01-02-2020
NER,Arunachal Pradesh,125,1,2.2,01-02-2020
NER,Assam,1345,16,23,01-02-2020
NER,Manipur,215,1,2.6,01-02-2020
NER,Meghalaya,372,0,6.6,01-02-2020
SR,Telangana,10994,0,210.8,01-02-2020
WR,Chhattisgarh,3792,0,80.8,01-02-2020
NER,Tripura,244,1,4,01-02-2020
SR,Kerala,3685,0,74,01-02-2021
WR,AMNSIL,907,0,19.8,01-02-2021
WR,DNH,825,0,19.1,01-02-2021
WR,DD,330,0,7.1,01-02-2021
WR,Goa,508,0,10.3,01-02-2021
WR,MP,14833,0,285,01-02-2021
WR,Gujarat,16884,0,348.7,01-02-2021
SR,Andhra Pradesh,9638,0,184.1,01-02-2021
WR,Chhattisgarh,4182,0,89.6,01-02-2021
NR,J&K(UT) & Ladakh(UT),2639,0,55.6,01-02-2021
NR,HP,1824,0,32,01-02-2021
NR,Uttarakhand,2340,0,41.9,01-02-2021
NR,UP,18308,0,312.5,01-02-2021
NR,Delhi,4385,0,69.7,01-02-2021
NR,Rajasthan,14122,0,266.1,01-02-2021
NR,Chandigarh,243,0,3.8,01-02-2021
NR,Haryana,7245,0,139.3,01-02-2021
SR,Telangana,12839,0,245,01-02-2021
SR,Tamil Nadu,13677,0,286,01-02-2021
NER,Tripura,221,2,3.8,01-02-2021
NER,Nagaland,140,2,2,01-02-2021
NER,Mizoram,133,3,1.6,01-02-2021
NER,Meghalaya,395,0,6.6,01-02-2021
NER,Manipur,243,2,2.7,01-02-2021
NER,Assam,1421,14,24.2,01-02-2021
SR,Karnataka,12297,0,232,01-02-2021
NER,Arunachal Pradesh,148,2,2.3,01-02-2021
ER,West Bengal,6877,0,126.8,01-02-2021
ER,Odisha,3928,0,74.4,01-02-2021
ER,Jharkhand,1410,0,26.3,01-02-2021
ER,DVC,3066,0,67.7,01-02-2021
ER,Bihar,5282,0,93.3,01-02-2021
SR,Puducherry,364,0,7.5,01-02-2021
ER,Sikkim,123,0,1.7,01-02-2021
NR,Punjab,7194,0,140.6,01-02-2021
WR,Maharashtra,23882,0,476.5,01-02-2021
WR,Maharashtra,25355,0,507.9,01-02-2022
WR,AMNSIL,802,0,16.8,01-02-2022
WR,DNH,819,0,19,01-02-2022
WR,DD,331,0,7.4,01-02-2022
WR,Goa,583,0,11.7,01-02-2022
WR,MP,15252,0,295.7,01-02-2022
WR,Gujarat,16709,0,359.6,01-02-2022
WR,Chhattisgarh,4284,0,90.6,01-02-2022
SR,Telangana,11544,0,212.7,01-02-2022
NR,Chandigarh,240,0,3.8,01-02-2022
NR,HP,1885,0,33,01-02-2022
NR,Uttarakhand,2229,150,40.5,01-02-2022
NR,UP,18744,0,325.1,01-02-2022
NR,Delhi,4572,0,73.5,01-02-2022
NR,Rajasthan,15471,0,275.8,01-02-2022
NR,Haryana,6418,0,125.9,01-02-2022
NR,Punjab,6865,0,123.8,01-02-2022
NR,J&K(UT) & Ladakh(UT),3026,300,56.3,01-02-2022
SR,Karnataka,13065,0,241.4,01-02-2022
SR,Andhra Pradesh,10095,0,190.9,01-02-2022
SR,Kerala,3937,0,81,01-02-2022
NER,Manipur,256,0,3.6,01-02-2022
NER,Meghalaya,404,0,7.7,01-02-2022
NER,Mizoram,139,0,2,01-02-2022
NER,Nagaland,152,0,2.3,01-02-2022
NER,Tripura,234,0,3.7,01-02-2022
NER,Assam,1362,0,25.1,01-02-2022
ER,Sikkim,118,0,2.1,01-02-2022
ER,West Bengal,6697,0,125.4,01-02-2022
NER,Arunachal Pradesh,152,0,2.8,01-02-2022
ER,Jharkhand,1532,0,30.9,01-02-2022
ER,DVC,3351,0,68.3,01-02-2022
ER,Bihar,5773,0,89.8,01-02-2022
SR,Puducherry,373,0,7.7,01-02-2022
SR,Tamil Nadu,14796,0,316.9,01-02-2022
ER,Odisha,5396,0,96,01-02-2022
SR,Telangana,13293,0,238.5,01-02-2023
SR,Andhra Pradesh,11340,0,206.8,01-02-2023
SR,Karnataka,14664,0,252,01-02-2023
WR,BALCO,516,0,12.3,01-02-2023
WR,Goa,665,0,14.4,01-02-2023
WR,AMNSIL,787,0,17.5,01-02-2023
WR,DNHDDPDCL,1193,0,27.5,01-02-2023
WR,Maharashtra,27424,0,560,01-02-2023
NR,Rajasthan,14433,0,271.1,01-02-2023
WR,Gujarat,16823,0,360.4,01-02-2023
WR,Chhattisgarh,5100,0,107.2,01-02-2023
NR,Chandigarh,262,0,4,01-02-2023
NR,J&K(UT) & Ladakh(UT),2972,0,63.2,01-02-2023
SR,Kerala,4032,0,79.1,01-02-2023
NR,HP,1900,0,32.8,01-02-2023
NR,Delhi,4557,0,75.9,01-02-2023
WR,MP,14830,0,285.6,01-02-2023
SR,Tamil Nadu,14981,0,304.2,01-02-2023
NER,Tripura,232,0,4,01-02-2023
ER,Bihar,4759,73,86.7,01-02-2023
NR,Punjab,7608,0,144.1,01-02-2023
NR,Uttarakhand,2159,70,40.7,01-02-2023
NR,Haryana,6913,0,134.5,01-02-2023
NER,Nagaland,143,0,2.1,01-02-2023
NER,Mizoram,132,0,2,01-02-2023
NER,Meghalaya,369,0,7,01-02-2023
SR,Puducherry,399,0,8.5,01-02-2023
NER,Manipur,225,0,3.2,01-02-2023
NER,Arunachal Pradesh,148,0,2.5,01-02-2023
ER,Sikkim,114,0,1.8,01-02-2023
ER,West Bengal,7203,0,139.4,01-02-2023
ER,Odisha,4903,0,103.9,01-02-2023
ER,Jharkhand,1473,0,29.2,01-02-2023
ER,DVC,3502,0,74.5,01-02-2023
NER,Assam,1536,0,26.7,01-02-2023
NR,UP,17458,0,311.1,01-02-2023
NER,Nagaland,85,15,1.3,01-03-2014
NER,Mizoram,62,18,0.9,01-03-2014
NER,Arunachal Pradesh,99,16,1.3,01-03-2014
ER,Sikkim,94,0,1.5,01-03-2014
ER,West Bengal,6283,0,109.9,01-03-2014
ER,Odisha,3649,0,67.8,01-03-2014
ER,Jharkhand,897,0,18.6,01-03-2014
ER,DVC,2599,120,55.8,01-03-2014
ER,Bihar,1913,250,36.4,01-03-2014
SR,Pondy,283,0,5.6,01-03-2014
SR,Tamil Nadu,11597,767,252.3,01-03-2014
SR,Kerala,3239,150,64,01-03-2014
SR,Karnataka,8437,300,182.4,01-03-2014
SR,Andhra Pradesh,11618,1300,256.7,01-03-2014
WR,Essar steel,297,1,6.3,01-03-2014
WR,DNH,601,2,14.2,01-03-2014
WR,DD,230,1,5.8,01-03-2014
WR,Goa,374,1,7.8,01-03-2014
WR,Maharashtra,16171,113,332.3,01-03-2014
WR,MP,5586,21,109.2,01-03-2014
WR,Gujarat,10966,40,239.2,01-03-2014
WR,Chhattisgarh,2773,59,60.8,01-03-2014
NR,Chandigarh,190,0,3.4,01-03-2014
NR,J&K,1794,100,37.7,01-03-2014
NR,HP,1312,0,25.6,01-03-2014
NR,Uttarakhand,1520,75,29.5,01-03-2014
NR,UP,9634,1155,197.3,01-03-2014
NR,Delhi,3265,51,58,01-03-2014
NR,Rajasthan,7565,0,155.2,01-03-2014
NR,Haryana,4940,48,89.5,01-03-2014
NER,Assam,830,336,16.1,01-03-2014
NR,Punjab,4868,0,91.3,01-03-2014
NER,Tripura,173,26,3.3,01-03-2014
NER,Meghalaya,262,23,3.7,01-03-2014
NER,Manipur,101,7,1.5,01-03-2014
NR,J&K,1896,335,41.2,01-03-2015
SR,Tamil Nadu,11595,200,264,01-03-2015
SR,Pondy,281,0,5.7,01-03-2015
ER,Bihar,2827,125,54.4,01-03-2015
ER,DVC,2608,0,56.3,01-03-2015
ER,Jharkhand,1077,0,21.6,01-03-2015
ER,Odisha,3359,0,66.1,01-03-2015
ER,West Bengal,6535,0,133.3,01-03-2015
NER,Arunachal Pradesh,105,5,1.5,01-03-2015
SR,Kerala,3210,125,57.4,01-03-2015
NER,Assam,1195,25,20.9,01-03-2015
NER,Manipur,130,10,2,01-03-2015
NER,Meghalaya,304,1,4.8,01-03-2015
NER,Mizoram,72,0,1.2,01-03-2015
NER,Nagaland,99,1,2,01-03-2015
NER,Tripura,220,1,2.6,01-03-2015
ER,Sikkim,83,0,1.3,01-03-2015
NR,Chandigarh,161,0,2.9,01-03-2015
SR,Karnataka,7510,300,168.3,01-03-2015
SR,Andhra Pradesh,6078,0,135.6,01-03-2015
NR,HP,1218,0,23.3,01-03-2015
NR,Uttarakhand,1479,0,29.3,01-03-2015
NR,UP,9066,495,180.3,01-03-2015
WR,Chhattisgarh,3455,96,80.2,01-03-2015
NR,Rajasthan,6631,0,136.6,01-03-2015
NR,Haryana,5294,0,87.9,01-03-2015
NR,Punjab,3700,0,61.4,01-03-2015
NER,Tripura,229,1,2.9,01-03-2015
NER,Nagaland,103,2,2.3,01-03-2015
WR,Gujarat,9925,0,223.1,01-03-2015
NER,Mizoram,70,3,1.1,01-03-2015
WR,MP,5597,0,107.5,01-03-2015
WR,Maharashtra,13103,58,274.5,01-03-2015
WR,Goa,374,0,6.4,01-03-2015
WR,DD,261,0,6,01-03-2015
WR,DNH,642,0,15,01-03-2015
WR,Essar steel,441,0,8.9,01-03-2015
SR,Telangana,5980,0,125.7,01-03-2015
NR,Delhi,2748,0,51.3,01-03-2015
NER,Meghalaya,319,3,4.5,01-03-2015
ER,Odisha,3557,0,67.7,01-03-2015
NR,Haryana,5233,0,85.9,01-03-2015
NR,Punjab,3352,0,58.8,01-03-2015
NR,UP,9433,1670,178.3,01-03-2015
NR,Uttarakhand,1579,0,30.1,01-03-2015
NR,HP,1116,0,21.4,01-03-2015
NR,J&K,1781,314,25.2,01-03-2015
NR,Chandigarh,182,0,3.4,01-03-2015
WR,Chhattisgarh,3187,96,60.1,01-03-2015
WR,Gujarat,10808,0,228.2,01-03-2015
WR,MP,5979,0,116.2,01-03-2015
NR,Rajasthan,7055,0,133.9,01-03-2015
WR,Goa,401,0,8.2,01-03-2015
WR,DD,277,0,6,01-03-2015
WR,DNH,669,0,15.5,01-03-2015
WR,Maharashtra,14281,94,307.3,01-03-2015
SR,Andhra Pradesh,6262,0,138,01-03-2015
NER,Assam,1148,116,23.9,01-03-2015
NER,Manipur,124,1,1.7,01-03-2015
NER,Arunachal Pradesh,98,2,1.4,01-03-2015
WR,Essar steel,463,0,10.3,01-03-2015
ER,Sikkim,93,0,1.4,01-03-2015
ER,West Bengal,6381,0,136,01-03-2015
ER,Jharkhand,1022,0,21.9,01-03-2015
NR,Delhi,3059,0,54.9,01-03-2015
ER,Bihar,2637,0,47.4,01-03-2015
SR,Pondy,310,0,6.1,01-03-2015
SR,Tamil Nadu,11907,850,268.1,01-03-2015
SR,Kerala,3329,50,62.8,01-03-2015
SR,Karnataka,8534,300,183.4,01-03-2015
SR,Telangana,5460,0,124.8,01-03-2015
ER,DVC,2582,0,55.3,01-03-2015
NR,Haryana,6058,0,127.6,01-03-2016
NR,Rajasthan,10021,0,214.9,01-03-2016
NR,Delhi,3753,0,60.7,01-03-2016
NR,Uttarakhand,1744,0,34.5,01-03-2016
NR,HP,1368,0,24.9,01-03-2016
NR,J&K,2118,530,42.8,01-03-2016
NR,Punjab,5340,0,110.7,01-03-2016
NR,UP,11990,1020,249.2,01-03-2016
ER,West Bengal,7482,14,126.6,01-03-2016
NER,Tripura,224,1,3.5,01-03-2016
NER,Nagaland,92,2,2,01-03-2016
NER,Mizoram,79,1,1.4,01-03-2016
NER,Meghalaya,307,0,5,01-03-2016
NER,Manipur,139,1,2.4,01-03-2016
NER,Assam,1283,55,21.9,01-03-2016
NER,Arunachal Pradesh,105,1,2.1,01-03-2016
ER,Sikkim,60,0,1.7,01-03-2016
ER,Odisha,4018,0,71.5,01-03-2016
ER,Jharkhand,1128,0,23,01-03-2016
ER,DVC,2660,0,59.8,01-03-2016
ER,Bihar,3178,100,64.4,01-03-2016
SR,Tamil Nadu,14094,0,303.6,01-03-2016
SR,Kerala,3573,0,69.3,01-03-2016
SR,Pondy,326,0,6.7,01-03-2016
SR,Telangana,6039,0,134.5,01-03-2016
NR,Chandigarh,186,0,3.4,01-03-2016
WR,Chhattisgarh,3631,0,81.3,01-03-2016
SR,Karnataka,9133,400,205.8,01-03-2016
WR,MP,8991,0,189.8,01-03-2016
WR,Maharashtra,18318,4,390.7,01-03-2016
WR,Gujarat,13697,0,296.9,01-03-2016
WR,DD,297,0,6.6,01-03-2016
WR,DNH,695,0,16.3,01-03-2016
WR,Essar steel,475,0,9.1,01-03-2016
SR,Andhra Pradesh,6810,0,149.9,01-03-2016
WR,Goa,453,0,9.3,01-03-2016
SR,Karnataka,9523,0,215.5,01-03-2017
ER,Bihar,3565,0,57,01-03-2017
SR,Kerala,3613,0,70.3,01-03-2017
SR,Telangana,8632,0,176.8,01-03-2017
SR,Andhra Pradesh,7358,0,160.6,01-03-2017
WR,Essar steel,373,0,7.2,01-03-2017
SR,Tamil Nadu,13343,0,293.4,01-03-2017
SR,Pondy,323,0,6.5,01-03-2017
ER,DVC,2834,0,63.2,01-03-2017
NER,Assam,1315,71,22.5,01-03-2017
ER,Odisha,3826,0,76.1,01-03-2017
ER,West Bengal,7128,0,124.5,01-03-2017
NER,Tripura,263,0,3.3,01-03-2017
ER,Sikkim,95,0,1.7,01-03-2017
NER,Arunachal Pradesh,108,0,2.1,01-03-2017
WR,DNH,718,0,16.3,01-03-2017
NER,Meghalaya,282,0,4.6,01-03-2017
NER,Manipur,138,2,3,01-03-2017
ER,Jharkhand,1126,0,23.8,01-03-2017
WR,DD,307,0,7,01-03-2017
NER,Mizoram,77,0,1.4,01-03-2017
WR,Maharashtra,21661,0,464.4,01-03-2017
NER,Nagaland,106,4,1.7,01-03-2017
WR,Goa,411,0,9.3,01-03-2017
NR,Punjab,5625,0,114.3,01-03-2017
NR,Haryana,6374,0,128.8,01-03-2017
NR,Delhi,3326,0,60.7,01-03-2017
NR,UP,13019,0,283.4,01-03-2017
NR,Rajasthan,10095,0,215.7,01-03-2017
NR,HP,1426,0,29.1,01-03-2017
NR,J&K,1947,487,42.5,01-03-2017
NR,Chandigarh,192,0,3.3,01-03-2017
WR,Chhattisgarh,3603,0,84.5,01-03-2017
WR,Gujarat,13397,0,300,01-03-2017
WR,MP,9863,12,199.6,01-03-2017
NR,Uttarakhand,1843,0,33.4,01-03-2017
ER,Bihar,4078,0,71.8,01-03-2018
SR,Karnataka,10257,0,225.9,01-03-2018
SR,Kerala,3714,0,75.1,01-03-2018
SR,Tamil Nadu,14534,0,315.7,01-03-2018
SR,Pondy,340,0,7.2,01-03-2018
ER,DVC,2975,0,67.3,01-03-2018
NER,Tripura,229,0,3.6,01-03-2018
ER,Odisha,4028,0,78.2,01-03-2018
ER,West Bengal,6380,0,122.9,01-03-2018
ER,Sikkim,100,0,1.6,01-03-2018
NER,Arunachal Pradesh,114,7,1.9,01-03-2018
NER,Nagaland,127,1,1.9,01-03-2018
SR,Telangana,9780,0,210.9,01-03-2018
NER,Mizoram,85,2,1.5,01-03-2018
NER,Meghalaya,300,0,5.2,01-03-2018
ER,Jharkhand,1144,0,24.2,01-03-2018
SR,Andhra Pradesh,8814,0,179.3,01-03-2018
WR,Gujarat,14251,0,306.3,01-03-2018
WR,DNH,739,0,17.3,01-03-2018
NER,Assam,1320,32,23.4,01-03-2018
NR,Punjab,5434,0,121.3,01-03-2018
NR,Haryana,6399,588,123.8,01-03-2018
NR,Rajasthan,9979,1073,203.7,01-03-2018
NR,Delhi,3441,0,59.6,01-03-2018
NR,UP,14911,0,307.7,01-03-2018
NR,Uttarakhand,1867,0,33.2,01-03-2018
NR,HP,1420,0,25.8,01-03-2018
NR,J&K,1984,548,42.7,01-03-2018
NR,Chandigarh,179,0,3,01-03-2018
WR,Chhattisgarh,3461,0,79.3,01-03-2018
WR,MP,9890,0,201,01-03-2018
WR,Maharashtra,21790,0,454.8,01-03-2018
WR,Goa,471,0,9.9,01-03-2018
WR,DD,325,0,7.3,01-03-2018
WR,Essar steel,478,0,9.9,01-03-2018
NER,Manipur,170,3,2.2,01-03-2018
NR,Haryana,6080,0,123.7,01-03-2019
SR,Karnataka,12476,0,251.6,01-03-2019
NER,Nagaland,128,2,2.1,01-03-2019
NER,Mizoram,93,1,1.8,01-03-2019
NER,Meghalaya,353,0,6.7,01-03-2019
NER,Manipur,188,2,2.5,01-03-2019
NER,Assam,1402,23,22.9,01-03-2019
NER,Arunachal Pradesh,112,3,2.1,01-03-2019
ER,Sikkim,100,0,1.4,01-03-2019
ER,West Bengal,6416,0,115.4,01-03-2019
ER,Odisha,3975,0,75.3,01-03-2019
ER,Jharkhand,1000,0,21,01-03-2019
ER,DVC,3021,0,62.5,01-03-2019
ER,Bihar,3969,0,69.1,01-03-2019
SR,Pondy,386,0,8.1,01-03-2019
SR,Tamil Nadu,15426,0,340.9,01-03-2019
SR,Kerala,3749,0,77,01-03-2019
SR,Telangana,10119,0,218.9,01-03-2019
SR,Andhra Pradesh,8678,0,192.9,01-03-2019
NR,Delhi,3952,0,65.4,01-03-2019
NR,UP,14458,370,268,01-03-2019
NR,Uttarakhand,2002,0,37,01-03-2019
NR,HP,1683,0,29.5,01-03-2019
NR,J&K,2533,633,50.5,01-03-2019
NR,Chandigarh,223,0,3.4,01-03-2019
NER,Tripura,205,1,3.4,01-03-2019
WR,Chhattisgarh,4092,0,92.3,01-03-2019
WR,MP,12008,0,222.6,01-03-2019
WR,Maharashtra,19833,0,420.9,01-03-2019
WR,Goa,475,0,9.7,01-03-2019
WR,DD,315,0,7.1,01-03-2019
WR,DNH,750,0,17.7,01-03-2019
WR,Essar steel,452,0,5.4,01-03-2019
WR,Gujarat,14757,0,322.6,01-03-2019
NR,Rajasthan,11428,0,231.3,01-03-2019
NR,Punjab,5356,0,106.8,01-03-2019
NR,Delhi,3326,0,57.9,01-03-2020
SR,Pondy,328,0,7.1,01-03-2020
ER,Bihar,3869,0,70.8,01-03-2020
ER,DVC,3038,0,62.9,01-03-2020
ER,Jharkhand,1257,0,23.9,01-03-2020
ER,Odisha,3728,0,67.4,01-03-2020
ER,West Bengal,6143,0,111.1,01-03-2020
SR,Tamil Nadu,13599,0,302.8,01-03-2020
ER,Sikkim,160,0,1.3,01-03-2020
NER,Assam,1322,30,21.1,01-03-2020
NER,Manipur,185,2,2.6,01-03-2020
NER,Meghalaya,315,0,5.5,01-03-2020
NER,Mizoram,90,1,1.7,01-03-2020
NER,Nagaland,122,1,2.1,01-03-2020
NER,Tripura,222,0,3.4,01-03-2020
NER,Arunachal Pradesh,113,1,2.1,01-03-2020
SR,Kerala,3673,0,71.9,01-03-2020
SR,Karnataka,11770,0,224.3,01-03-2020
SR,Telangana,12458,0,247.7,01-03-2020
NR,Punjab,4915,0,97.8,01-03-2020
NR,UP,13061,0,215.8,01-03-2020
NR,Uttarakhand,1722,0,31.3,01-03-2020
NR,HP,1502,0,25,01-03-2020
NR,J&K(UT) and Ladakh(UT),2342,586,46.3,01-03-2020
NR,Chandigarh,204,0,3.4,01-03-2020
WR,Chhattisgarh,3793,0,85.1,01-03-2020
WR,Gujarat,15532,0,346.4,01-03-2020
WR,MP,11564,0,222.4,01-03-2020
WR,Maharashtra,22012,0,456.8,01-03-2020
WR,Goa,599,0,11.6,01-03-2020
WR,DD,309,0,7,01-03-2020
WR,DNH,744,0,17,01-03-2020
WR,Essar steel,713,0,5.8,01-03-2020
SR,Andhra Pradesh,9762,0,194,01-03-2020
NR,Rajasthan,12528,0,230.1,01-03-2020
NR,Haryana,5020,0,94.5,01-03-2020
NR,Delhi,3404,0,62.1,01-03-2021
NER,Nagaland,127,2,2.3,01-03-2021
WR,DNH,858,0,19.7,01-03-2021
WR,DD,320,0,7,01-03-2021
WR,Goa,494,0,10.2,01-03-2021
WR,Maharashtra,24412,0,514.9,01-03-2021
WR,MP,12683,0,259.4,01-03-2021
WR,Chhattisgarh,4515,0,104.9,01-03-2021
WR,AMNSIL,833,0,15.3,01-03-2021
NR,Chandigarh,194,0,3.1,01-03-2021
NR,HP,1750,0,31.1,01-03-2021
NR,Uttarakhand,1961,0,36.1,01-03-2021
NR,UP,16938,0,307.8,01-03-2021
NR,Rajasthan,13845,0,264.4,01-03-2021
NR,Haryana,6718,0,134.7,01-03-2021
NR,Punjab,6687,0,131.5,01-03-2021
NR,J&K(UT) & Ladakh(UT),2588,500,50.9,01-03-2021
SR,Andhra Pradesh,10660,0,205.1,01-03-2021
WR,Gujarat,17857,0,371.6,01-03-2021
NER,Mizoram,100,1,1.7,01-03-2021
SR,Telangana,13014,0,259.4,01-03-2021
NER,Meghalaya,353,0,6.2,01-03-2021
NER,Manipur,205,1,2.6,01-03-2021
NER,Assam,1463,9,24.5,01-03-2021
NER,Arunachal Pradesh,127,2,2.3,01-03-2021
ER,Sikkim,85,0,1.2,01-03-2021
ER,West Bengal,7333,0,152.3,01-03-2021
ER,Odisha,4385,0,86.6,01-03-2021
NER,Tripura,265,4,4,01-03-2021
ER,DVC,3102,0,65.2,01-03-2021
ER,Bihar,4751,0,85.7,01-03-2021
SR,Puducherry,369,0,7.3,01-03-2021
SR,Tamil Nadu,15010,0,315,01-03-2021
SR,Kerala,3934,0,81.7,01-03-2021
SR,Karnataka,12718,0,244.6,01-03-2021
ER,Jharkhand,1296,0,25.7,01-03-2021
SR,Andhra Pradesh,11058,0,208.3,01-03-2022
WR,AMNSIL,755,0,16.6,01-03-2022
WR,DNH,821,0,19.1,01-03-2022
WR,DD,308,0,6.2,01-03-2022
WR,Goa,603,0,12.7,01-03-2022
WR,Maharashtra,25585,0,545.4,01-03-2022
WR,MP,14257,0,285,01-03-2022
NR,J&K(UT) & Ladakh(UT),2905,300,59.3,01-03-2022
WR,Chhattisgarh,4590,0,104.2,01-03-2022
NR,Chandigarh,204,0,3,01-03-2022
NR,HP,1876,0,32.1,01-03-2022
NR,Uttarakhand,2162,0,38,01-03-2022
NR,UP,16872,0,299.2,01-03-2022
NR,Delhi,3946,0,61,01-03-2022
WR,Gujarat,16471,0,363.5,01-03-2022
NR,Rajasthan,15419,0,277.5,01-03-2022
SR,Telangana,13354,0,259.4,01-03-2022
SR,Kerala,3985,0,82,01-03-2022
SR,Karnataka,14759,0,267.7,01-03-2022
NR,Punjab,6927,0,134.3,01-03-2022
NER,Tripura,227,0,3.6,01-03-2022
NER,Nagaland,153,0,2.4,01-03-2022
NER,Mizoram,102,0,1.8,01-03-2022
NER,Meghalaya,373,0,7,01-03-2022
NER,Manipur,218,0,3,01-03-2022
NER,Assam,1463,0,25,01-03-2022
NR,Haryana,6788,0,126.9,01-03-2022
ER,Sikkim,117,0,1.9,01-03-2022
ER,West Bengal,6376,0,123.4,01-03-2022
ER,Odisha,5155,0,111.4,01-03-2022
ER,Jharkhand,1472,0,28.4,01-03-2022
ER,DVC,3283,0,70.8,01-03-2022
ER,Bihar,4465,0,79.2,01-03-2022
SR,Puducherry,388,0,8.1,01-03-2022
NER,Arunachal Pradesh,150,0,2.4,01-03-2022
SR,Tamil Nadu,16151,0,338.8,01-03-2022
SR,Kerala,4216,0,84.9,01-03-2023
SR,Tamil Nadu,17213,0,349.7,01-03-2023
SR,Puducherry,405,0,9,01-03-2023
ER,Bihar,4950,0,92.6,01-03-2023
ER,DVC,3360,0,72.8,01-03-2023
ER,Jharkhand,1401,0,27.3,01-03-2023
ER,Sikkim,113,0,1.8,01-03-2023
ER,West Bengal,7636,0,159.2,01-03-2023
SR,Karnataka,15374,0,285,01-03-2023
NER,Arunachal Pradesh,148,0,2.5,01-03-2023
NER,Assam,1583,0,27.1,01-03-2023
NER,Manipur,209,0,2.9,01-03-2023
NER,Meghalaya,372,0,6.6,01-03-2023
NER,Mizoram,119,0,1.8,01-03-2023
ER,Odisha,5342,0,111.3,01-03-2023
SR,Telangana,14527,0,296,01-03-2023
WR,DNHDDPDCL,1210,0,28.3,01-03-2023
WR,BALCO,516,0,12.3,01-03-2023
NR,Punjab,6449,0,129.9,01-03-2023
NR,Haryana,6597,0,128.6,01-03-2023
NR,Rajasthan,15551,0,301,01-03-2023
NR,Delhi,3707,0,68.6,01-03-2023
NR,UP,17012,23,334.1,01-03-2023
NR,Uttarakhand,1915,0,38.3,01-03-2023
SR,Andhra Pradesh,11735,0,227.1,01-03-2023
NR,HP,1880,0,34.2,01-03-2023
NR,Chandigarh,200,0,3.4,01-03-2023
WR,Gujarat,18369,0,408.9,01-03-2023
WR,MP,14298,0,294.2,01-03-2023
WR,Maharashtra,27740,0,572.3,01-03-2023
WR,Goa,659,0,14.8,01-03-2023
WR,AMNSIL,789,0,17.3,01-03-2023
NR,J&K(UT) & Ladakh(UT),2663,0,57,01-03-2023
WR,Chhattisgarh,5309,0,118.3,01-03-2023
NER,Tripura,247,0,4.1,01-03-2023
NER,Nagaland,149,0,2.3,01-03-2023
NR,Haryana,4664,164,92.4,01-04-2013
ER,DVC,2520,65,57.3,01-04-2013
ER,Jharkhand,879,106,19.8,01-04-2013
ER,Odisha,3442,0,70.2,01-04-2013
ER,West Bengal,6473,186,137,01-04-2013
NER,Arunachal Pradesh,87,3,1.2,01-04-2013
NER,Assam,978,138,16.8,01-04-2013
NER,Manipur,93,1,1.2,01-04-2013
NER,Meghalaya,245,15,4.4,01-04-2013
NER,Mizoram,58,2,1,01-04-2013
NR,Punjab,4822,0,97.8,01-04-2013
NR,Rajasthan,7439,0,155.6,01-04-2013
NER,Tripura,184,26,2.9,01-04-2013
NER,Nagaland,72,6,1.2,01-04-2013
ER,Bihar,1500,500,30.3,01-04-2013
SR,Pondy,285,0,6,01-04-2013
ER,Sikkim,82,0,1.2,01-04-2013
SR,Kerala,2940,500,57.6,01-04-2013
NR,Delhi,3034,0,61,01-04-2013
NR,UP,8926,1430,192.4,01-04-2013
SR,Tamil Nadu,10811,1463,234.4,01-04-2013
NR,HP,1095,0,21.2,01-04-2013
NR,J&K,1516,100,31.8,01-04-2013
NR,Chandigarh,193,0,3.5,01-04-2013
WR,Chhattisgarh,3189,128,76.3,01-04-2013
WR,Gujarat,10922,117,246.1,01-04-2013
NR,Uttarakhand,1466,0,27.6,01-04-2013
WR,Maharashtra,16515,765,357.5,01-04-2013
SR,Karnataka,7652,800,159.4,01-04-2013
WR,Goa,385,3,7.5,01-04-2013
WR,DD,232,2,5.5,01-04-2013
WR,DNH,534,4,12.8,01-04-2013
SR,Andhra Pradesh,10945,2900,248.5,01-04-2013
