source,NR,WR,SR,ER,NER,All India,date
Total,788,986,870,357,36,3037,24-03-2015
Wind Gen(MU),7,11,12,0,0,30,25-03-2015
Hydro,149,60,118,27,3,356,25-03-2015
Total,805,989,880,367,34,3075,25-03-2015
Wind Gen(MU),11,10,16,0,0,37,26-03-2015
Hydro,162,63,116,24,3,368,26-03-2015
Total,819,1013,893,368,37,3130,26-03-2015
Wind Gen(MU),9,12,18,0,0,39,27-03-2015
Total,799,993,878,354,36,3059,27-03-2015
Hydro,166,40,115,29,3,352,27-03-2015
Hydro,166,45,121,26,3,360,28-03-2015
Total,807,986,870,343,34,3040,28-03-2015
Wind Gen(MU),14,16,14,0,0,44,28-03-2015
Hydro,164,29,107,30,3,333,29-03-2015
Total,730,941,841,352,35,2900,29-03-2015
Wind Gen(MU),12,17,10,0,0,39,29-03-2015
Wind Gen(MU),5,25,12,0,0,42,30-03-2015
Hydro,164,37,111,26,3,341,30-03-2015
Total,685,945,856,329,35,2849,30-03-2015
Wind Gen(MU),6,24,7,0,0,37,31-03-2015
Hydro,163,42,109,33,3,350,31-03-2015
Total,731,961,861,317,33,2903,31-03-2015
Hydro,155,46,80,28,3,311,01-04-2015
Total,732,954,859,331,35,2910,01-04-2015
Wind Gen(MU),14,29,8,0,0,52,01-04-2015
Hydro,155,42,83,29,4,313,02-04-2015
Wind Gen(MU),16,41,11,0,0,69,02-04-2015
Total,734,964,862,330,32,2922,02-04-2015
Wind Gen(MU),12,55,20,0,0,86,03-04-2015
Total,668,957,862,341,31,2859,03-04-2015
Hydro,153,43,76,30,6,308,03-04-2015
Wind Gen(MU),4,46,14,0,0,64,04-04-2015
Total,645,951,855,338,28,2818,04-04-2015
Hydro,161,55,84,27,4,331,04-04-2015
Hydro,163,51,68,35,6,323,05-04-2015
Wind Gen(MU),2,24,11,0,0,36,05-04-2015
Total,662,944,838,322,22,2787,05-04-2015
Hydro,153,56,101,24,6,340,07-04-2015
Total,696,977,864,328,32,2897,07-04-2015
Wind Gen(MU),4,16,15,0,0,35,07-04-2015
Total,716,988,858,321,31,2915,08-04-2015
Hydro,153,62,100,29,6,349,08-04-2015
Wind Gen(MU),8,16,10,0,0,34,08-04-2015
Total,726,988,857,330,34,2934,09-04-2015
Wind Gen(MU),7,20,10,0,0,36,09-04-2015
Hydro,158,55,101,28,5,347,09-04-2015
Total,750,982,861,343,33,2968,10-04-2015
Hydro,148,52,89,28,4,321,10-04-2015
Wind Gen(MU),4,19,12,0,0,35,10-04-2015
Total,727,934,830,346,36,2872,11-04-2015
Wind Gen(MU),8,26,14,0,0,48,11-04-2015
Hydro,153,40,70,28,4,295,11-04-2015
Wind Gen(MU),20,16,9,0,0,45,12-04-2015
Hydro,152,41,44,18,3,258,12-04-2015
Total,690,840,745,333,36,2643,12-04-2015
Wind Gen(MU),22,17,7,0,0,46,13-04-2015
Hydro,153,38,61,33,4,289,13-04-2015
Total,710,872,723,344,36,2685,13-04-2015
Total,720,879,706,349,36,2689,14-04-2015
Hydro,158,46,64,36,4,307,14-04-2015
Wind Gen(MU),6,10,7,0,0,23,14-04-2015
Hydro,165,50,60,28,3,307,15-04-2015
Wind Gen(MU),28,11,8,0,0,47,15-04-2015
Total,751,907,718,348,36,2760,15-04-2015
Wind Gen(MU),4,9,6,0,0,19,16-04-2015
Total,743,935,734,348,37,2797,16-04-2015
Hydro,176,54,68,28,3,328,16-04-2015
Hydro,172,57,70,30,3,333,17-04-2015
Total,764,957,748,350,36,2855,17-04-2015
Wind Gen(MU),10,16,9,0,0,34,17-04-2015
Total,765,966,735,344,30,2840,18-04-2015
Hydro,173,54,73,43,4,347,18-04-2015
Wind Gen(MU),11,35,9,0,0,56,18-04-2015
Hydro,174,41,68,35,6,324,19-04-2015
Wind Gen(MU),19,28,14,0,0,60,19-04-2015
Total,757,965,738,344,29,2834,19-04-2015
Hydro,181,58,96,38,5,378,20-04-2015
Wind Gen(MU),11,26,10,0,0,47,20-04-2015
Total,791,1008,792,363,32,2986,20-04-2015
Total,842,965,804,358,32,3000,21-04-2015
Hydro,185,41,88,34,5,352,21-04-2015
Wind Gen(MU),6,28,7,0,0,41,21-04-2015
Hydro,187,60,74,31,5,357,22-04-2015
Total,841,1017,805,335,29,3027,22-04-2015
Wind Gen(MU),6,34,13,0,0,53,22-04-2015
Wind Gen(MU),7,41,18,0,0,65,23-04-2015
Total,852,1009,800,322,30,3013,23-04-2015
Hydro,186,46,70,34,8,344,23-04-2015
Hydro,197,36,54,34,12,332,24-04-2015
Wind Gen(MU),7,43,12,0,0,61,24-04-2015
Total,862,1000,757,301,30,2950,24-04-2015
Total,829,993,722,275,31,2850,25-04-2015
Hydro,201,30,56,27,7,321,25-04-2015
Wind Gen(MU),19,38,10,0,0,66,25-04-2015
Hydro,207,44,53,28,6,338,26-04-2015
Wind Gen(MU),13,29,5,0,0,47,26-04-2015
Total,802,949,709,299,34,2793,26-04-2015
Total,839,994,780,286,36,2935,28-04-2015
Hydro,224,35,69,21,6,355,28-04-2015
Wind Gen(MU),8,47,10,0,0,65,28-04-2015
Wind Gen(MU),3,40,17,0,0,60,29-04-2015
Total,859,1010,794,291,34,2987,29-04-2015
Hydro,219,43,68,36,7,373,29-04-2015
Hydro,215,33,69,43,9,369,30-04-2015
Wind Gen(MU),14,51,22,0,0,86,30-04-2015
Total,840,1010,786,324,34,2993,30-04-2015
Wind Gen(MU),5,31,20,0,0,56,01-05-2015
Total,837,954,751,325,34,2902,01-05-2015
Hydro,216,28,63,41,8,356,01-05-2015
Total,840,974,740,324,33,2911,03-05-2015
Hydro,210,28,60,46,10,353,03-05-2015
Wind Gen(MU),4,30,18,0,0,52,03-05-2015
Wind Gen(MU),5,26,12,0,0,43,04-05-2015
Hydro,211,47,70,44,8,380,04-05-2015
Total,881,985,778,330,32,3006,04-05-2015
Total,891,977,784,347,33,3031,05-05-2015
Wind Gen(MU),8,18,7,0,0,33,05-05-2015
Hydro,210,55,79,41,7,393,05-05-2015
Wind Gen(MU),16,24,10,0,0,49,06-05-2015
Hydro,235,42,68,40,6,391,06-05-2015
Total,915,987,791,352,34,3080,06-05-2015
Wind Gen(MU),18,25,12,0,0,55,07-05-2015
Hydro,252,43,71,39,7,411,07-05-2015
Total,915,1003,801,362,33,3113,07-05-2015
Total,958,999,809,358,33,3157,08-05-2015
Wind Gen(MU),20,27,10,0,0,57,08-05-2015
Hydro,272,38,69,39,8,425,08-05-2015
Total,984,999,795,354,36,3169,09-05-2015
Wind Gen(MU),12,27,18,0,0,56,09-05-2015
Hydro,280,38,71,36,7,431,09-05-2015
Hydro,288,36,68,37,6,435,10-05-2015
Total,964,949,760,353,38,3064,10-05-2015
Wind Gen(MU),10,34,14,0,0,57,10-05-2015
Wind Gen(MU),11,34,8,0,0,53,11-05-2015
Hydro,296,48,76,45,7,472,11-05-2015
Total,934,991,777,362,39,3103,11-05-2015
Hydro,296,46,72,41,7,461,12-05-2015
Total,916,997,774,343,36,3067,12-05-2015
Wind Gen(MU),6,26,8,0,0,41,12-05-2015
Wind Gen(MU),4,24,7,0,0,35,13-05-2015
Hydro,284,44,70,38,8,443,13-05-2015
Total,888,975,745,348,36,2991,13-05-2015
Total,879,956,751,354,38,2978,14-05-2015
Hydro,284,51,67,38,8,449,14-05-2015
Wind Gen(MU),3,14,10,0,0,28,14-05-2015
Hydro,285,54,67,42,10,459,15-05-2015
Wind Gen(MU),5,19,8,0,0,33,15-05-2015
Total,889,972,750,359,35,3006,15-05-2015
Hydro,279,50,62,49,14,453,16-05-2015
Wind Gen(MU),17,25,7,0,0,48,16-05-2015
Total,887,978,708,343,37,2954,16-05-2015
Total,906,958,659,331,35,2890,17-05-2015
Wind Gen(MU),21,39,8,0,0,68,17-05-2015
Hydro,282,37,43,50,9,421,17-05-2015
Hydro,283,42,52,45,8,430,18-05-2015
Total,934,992,696,351,36,3009,18-05-2015
Wind Gen(MU),19,48,23,0,0,91,18-05-2015
Wind Gen(MU),11,57,40,0,0,108,19-05-2015
Hydro,292,36,52,46,9,436,19-05-2015
Total,920,997,732,361,39,3050,19-05-2015
Wind Gen(MU),3,45,39,0,0,88,20-05-2015
Total,881,994,758,372,39,3044,20-05-2015
Hydro,304,68,57,47,9,485,20-05-2015
Total,954,1006,788,374,41,3163,21-05-2015
Wind Gen(MU),13,55,61,0,0,129,21-05-2015
Hydro,304,55,55,50,10,473,21-05-2015
Wind Gen(MU),17,59,63,0,0,139,22-05-2015
Hydro,305,58,62,47,9,480,22-05-2015
Total,969,1002,816,377,37,3201,22-05-2015
Total,975,990,811,375,31,3182,23-05-2015
Hydro,300,51,63,43,7,463,23-05-2015
Wind Gen(MU),19,76,61,0,0,155,23-05-2015
Hydro,300,48,61,47,8,464,24-05-2015
Total,951,959,777,369,31,3087,24-05-2015
Wind Gen(MU),18,85,57,0,0,160,24-05-2015
Wind Gen(MU),21,82,71,0,0,175,25-05-2015
Hydro,297,47,77,46,9,476,25-05-2015
Total,1000,997,815,370,33,3215,25-05-2015
Hydro,291,54,80,41,11,477,26-05-2015
Total,1006,1006,844,357,34,3247,26-05-2015
Wind Gen(MU),13,73,79,0,0,165,26-05-2015
Wind Gen(MU),21,62,67,0,0,150,27-05-2015
Total,1005,1024,820,368,35,3251,27-05-2015
Hydro,280,59,76,45,11,471,27-05-2015
Wind Gen(MU),16,53,34,0,0,103,28-05-2015
Total,986,1017,771,377,35,3186,28-05-2015
Hydro,280,58,71,44,11,465,28-05-2015
Wind Gen(MU),16,40,50,0,0,105,29-05-2015
Hydro,296,53,63,41,12,464,29-05-2015
Total,1025,1008,783,383,34,3232,29-05-2015
Hydro,298,36,58,41,13,446,30-05-2015
Wind Gen(MU),7,37,27,0,0,71,30-05-2015
Total,1016,992,761,382,35,3185,30-05-2015
Wind Gen(MU),16,62,35,0,0,113,01-06-2015
Total,949,974,734,360,35,3052,01-06-2015
Hydro,287,36,46,45,11,424,01-06-2015
Wind Gen(MU),9,37,43,0,0,89,01-06-2015
Total,887,977,726,366,34,2989,01-06-2015
Hydro,278,33,55,44,14,424,01-06-2015
Hydro,256,32,55,45,16,404,03-06-2015
Wind Gen(MU),8,67,50,0,0,125,03-06-2015
Total,906,971,745,374,35,3030,03-06-2015
Total,885,964,752,372,36,3009,04-06-2015
Hydro,251,37,58,42,13,401,04-06-2015
Wind Gen(MU),5,27,21,0,0,53,04-06-2015
Total,898,980,761,372,38,3049,05-06-2015
Hydro,250,50,58,48,13,417,05-06-2015
Wind Gen(MU),5,17,21,0,0,43,05-06-2015
Total,931,966,755,372,38,3062,06-06-2015
Hydro,249,25,56,39,13,382,06-06-2015
Wind Gen(MU),3,22,26,0,0,51,06-06-2015
Total,954,971,744,369,37,3074,07-06-2015
Hydro,267,28,54,39,14,402,07-06-2015
Wind Gen(MU),5,21,33,0,0,60,07-06-2015
Hydro,274,17,41,37,18,387,08-06-2015
Total,972,936,707,358,37,3010,08-06-2015
Wind Gen(MU),9,25,44,0,0,79,08-06-2015
Total,1009,939,749,372,38,3107,09-06-2015
Hydro,289,23,46,41,18,416,09-06-2015
Wind Gen(MU),12,22,54,0,0,88,09-06-2015
Hydro,294,21,45,44,17,422,10-06-2015
Wind Gen(MU),23,32,59,0,0,113,10-06-2015
Hydro,299,21,54,50,17,441,10-06-2015
Total,1035,956,767,375,31,3164,10-06-2015
Total,1013,949,763,373,37,3136,10-06-2015
Wind Gen(MU),14,37,63,0,0,114,10-06-2015
Hydro,311,23,38,56,18,445,11-06-2015
Total,1030,935,788,356,34,3143,11-06-2015
Wind Gen(MU),14,23,74,0,0,110,11-06-2015
Hydro,254,18,40,60,16,387,12-06-2015
Wind Gen(MU),19,31,64,0,0,114,12-06-2015
Total,1049,908,769,338,35,3099,12-06-2015
Wind Gen(MU),28,42,72,0,0,142,13-06-2015
Total,941,876,758,343,34,2953,13-06-2015
Hydro,283,14,33,53,15,398,13-06-2015
Total,891,827,697,325,35,2775,14-06-2015
Hydro,292,20,28,47,17,403,14-06-2015
Wind Gen(MU),23,58,59,0,0,140,14-06-2015
Total,978,861,740,336,35,2950,15-06-2015
Hydro,300,21,33,51,17,422,15-06-2015
Wind Gen(MU),18,60,68,0,0,146,15-06-2015
Total,999,874,744,346,37,2999,16-06-2015
Hydro,281,25,31,55,17,408,16-06-2015
Wind Gen(MU),8,35,67,0,0,110,16-06-2015
Total,1055,867,734,353,38,3047,17-06-2015
Hydro,297,25,26,53,16,418,17-06-2015
Wind Gen(MU),7,26,71,0,0,104,17-06-2015
Total,1074,866,720,368,38,3065,18-06-2015
Wind Gen(MU),2,33,66,0,0,101,18-06-2015
Hydro,306,19,27,53,17,422,18-06-2015
Hydro,319,22,32,52,17,442,19-06-2015
Wind Gen(MU),8,36,75,0,0,119,19-06-2015
Total,1107,851,698,361,39,3057,19-06-2015
Hydro,317,22,39,45,15,438,20-06-2015
Wind Gen(MU),10,49,77,0,0,137,20-06-2015
Total,1067,864,677,351,40,2999,20-06-2015
Wind Gen(MU),5,65,77,0,0,147,21-06-2015
Hydro,308,21,36,47,15,427,21-06-2015
Total,1012,834,633,333,38,2849,21-06-2015
Wind Gen(MU),5,54,94,0,0,153,22-06-2015
Hydro,326,27,51,50,14,468,22-06-2015
Total,1062,816,674,330,36,2918,22-06-2015
Hydro,322,29,59,70,16,495,23-06-2015
Total,1036,811,725,341,37,2950,23-06-2015
Wind Gen(MU),10,51,87,0,0,148,23-06-2015
Total,997,732,749,345,39,2862,24-06-2015
Wind Gen(MU),6,70,101,0,0,176,24-06-2015
Hydro,323,25,62,67,17,492,24-06-2015
Hydro,300,33,61,70,18,481,25-06-2015
Wind Gen(MU),6,87,111,0,0,203,25-06-2015
Total,895,768,753,346,40,2802,25-06-2015
Wind Gen(MU),18,83,113,0,0,215,26-06-2015
Total,969,808,777,349,38,2941,26-06-2015
Hydro,290,18,65,70,16,459,26-06-2015
Total,1029,852,758,331,36,3006,27-06-2015
Wind Gen(MU),18,87,102,0,0,207,27-06-2015
Hydro,299,36,62,67,20,484,27-06-2015
Hydro,312,33,64,70,21,501,28-06-2015
Wind Gen(MU),15,57,92,0,0,164,28-06-2015
Total,1030,853,742,314,38,2977,28-06-2015
Wind Gen(MU),16,50,77,0,0,144,29-06-2015
Hydro,323,27,71,69,22,512,29-06-2015
Total,983,891,789,338,39,3040,29-06-2015
Wind Gen(MU),14,57,76,0,0,147,30-06-2015
Total,948,908,802,344,42,3044,30-06-2015
Hydro,325,25,64,72,22,508,30-06-2015
Total,993,902,810,353,41,3098,01-07-2015
Hydro,324,20,79,68,19,511,01-07-2015
Wind Gen(MU),22,73,89,0,0,184,01-07-2015
Total,1036,915,818,351,41,3161,02-07-2015
Hydro,328,22,79,70,19,518,02-07-2015
Wind Gen(MU),21,69,89,0,0,179,02-07-2015
Hydro,328,21,76,77,19,521,04-07-2015
Total,1093,941,818,357,40,3248,04-07-2015
Wind Gen(MU),34,96,111,0,0,241,04-07-2015
Wind Gen(MU),34,114,112,0,0,260,05-07-2015
Total,1090,914,787,350,39,3179,05-07-2015
Hydro,326,13,63,73,23,497,05-07-2015
Total,1014,945,823,355,39,3176,06-07-2015
Hydro,318,17,74,73,21,504,06-07-2015
Wind Gen(MU),32,117,124,0,0,273,06-07-2015
Total,1000,965,841,362,40,3208,07-07-2015
Wind Gen(MU),20,104,118,0,0,242,07-07-2015
Hydro,322,22,89,76,21,529,07-07-2015
Wind Gen(MU),14,91,127,0,0,232,08-07-2015
Total,1015,962,846,351,38,3213,08-07-2015
Hydro,333,26,84,70,20,533,08-07-2015
Total,1011,945,840,348,41,3185,09-07-2015
Hydro,311,20,75,69,19,495,09-07-2015
Wind Gen(MU),27,103,120,0,0,250,09-07-2015
Wind Gen(MU),27,108,120,0,0,254,10-07-2015
Hydro,285,19,77,72,19,472,10-07-2015
Total,921,947,847,317,41,3073,10-07-2015
Hydro,320,29,71,82,21,524,11-07-2015
Wind Gen(MU),7,81,117,0,0,204,11-07-2015
Total,860,945,837,327,40,3010,11-07-2015
Total,941,1014,858,365,39,3217,14-07-2015
Wind Gen(MU),30,54,90,0,0,173,14-07-2015
Hydro,338,58,85,73,18,572,14-07-2015
Wind Gen(MU),33,79,92,0,0,204,15-07-2015
Hydro,331,37,77,76,21,541,15-07-2015
Total,1015,1033,833,372,37,3289,15-07-2015
Wind Gen(MU),24,90,112,0,0,226,16-07-2015
Total,1021,1029,836,350,40,3276,16-07-2015
Hydro,303,39,70,81,24,516,16-07-2015
Hydro,317,25,62,76,23,503,17-07-2015
Total,1014,1015,822,341,41,3234,17-07-2015
Wind Gen(MU),17,93,121,0,0,231,17-07-2015
Wind Gen(MU),10,90,112,0,0,211,18-07-2015
Hydro,334,13,59,66,20,492,18-07-2015
Total,1008,968,804,333,41,3154,18-07-2015
Total,967,900,740,330,39,2976,19-07-2015
Hydro,336,11,51,68,19,486,19-07-2015
Total,976,921,773,339,38,3048,19-07-2015
Wind Gen(MU),15,90,103,0,0,208,19-07-2015
Wind Gen(MU),8,78,99,0,0,185,19-07-2015
Hydro,336,22,63,76,18,515,19-07-2015
Total,991,907,799,343,39,3079,21-07-2015
Hydro,324,23,60,73,20,501,21-07-2015
Wind Gen(MU),5,55,102,0,0,161,21-07-2015
Wind Gen(MU),3,40,89,0,0,132,22-07-2015
Hydro,296,30,54,73,22,475,22-07-2015
Total,1018,876,792,336,39,3061,22-07-2015
Total,1043,870,788,342,39,3082,23-07-2015
Hydro,344,29,57,77,24,532,23-07-2015
Wind Gen(MU),2,29,91,0,0,122,23-07-2015
Wind Gen(MU),3,50,83,0,0,136,24-07-2015
Total,1040,854,798,341,38,3070,24-07-2015
Hydro,359,28,69,75,25,555,24-07-2015
Wind Gen(MU),4,88,102,0,0,194,25-07-2015
Hydro,355,26,71,76,25,552,25-07-2015
Total,1026,819,805,340,37,3027,25-07-2015
Total,950,812,762,314,41,2878,26-07-2015
Hydro,350,27,57,64,20,519,26-07-2015
Wind Gen(MU),7,101,94,0,0,202,26-07-2015
Wind Gen(MU),11,103,88,0,0,201,27-07-2015
Hydro,372,38,82,67,20,579,27-07-2015
Total,999,793,792,320,40,2944,27-07-2015
Hydro,377,52,90,72,18,608,28-07-2015
Wind Gen(MU),4,90,74,0,0,168,28-07-2015
Total,1006,777,810,327,41,2961,28-07-2015
Hydro,374,52,100,76,18,619,29-07-2015
Total,1007,793,821,350,42,3011,29-07-2015
Wind Gen(MU),6,97,79,0,0,182,29-07-2015
Total,1012,819,834,347,40,3051,30-07-2015
Hydro,374,54,94,76,18,616,30-07-2015
Wind Gen(MU),12,95,90,0,0,197,30-07-2015
Total,1009,840,827,341,37,3055,31-07-2015
Hydro,365,65,106,83,18,636,31-07-2015
Wind Gen(MU),22,85,77,0,0,183,31-07-2015
Total,967,850,801,319,40,2976,01-08-2015
Hydro,361,60,98,80,22,622,01-08-2015
Wind Gen(MU),19,85,66,0,0,170,01-08-2015
Wind Gen(MU),14,72,59,0,0,146,02-08-2015
Hydro,372,54,72,76,23,597,02-08-2015
Total,940,834,770,306,40,2890,02-08-2015
Wind Gen(MU),16,66,71,0,0,152,03-08-2015
Total,992,854,788,328,41,3003,03-08-2015
Hydro,371,53,89,80,20,613,03-08-2015
Wind Gen(MU),14,86,92,0,0,192,04-08-2015
Hydro,324,44,79,81,20,548,04-08-2015
Total,1015,836,793,344,40,3027,04-08-2015
Wind Gen(MU),14,94,101,0,0,209,05-08-2015
Hydro,330,57,71,80,20,558,05-08-2015
Total,1025,821,787,348,40,3020,05-08-2015
Hydro,364,63,68,75,20,590,06-08-2015
Total,1048,840,796,357,42,3083,06-08-2015
Wind Gen(MU),11,82,97,0,0,190,06-08-2015
Wind Gen(MU),17,55,102,0,0,174,07-08-2015
Hydro,367,60,76,64,22,589,07-08-2015
Total,1033,875,812,361,40,3121,07-08-2015
Hydro,363,58,76,82,22,602,08-08-2015
Total,1004,900,819,365,40,3128,08-08-2015
Wind Gen(MU),18,41,113,0,0,171,08-08-2015
Total,960,887,778,361,39,3025,09-08-2015
Hydro,334,63,58,84,21,559,09-08-2015
Wind Gen(MU),14,29,104,0,0,147,09-08-2015
Wind Gen(MU),9,23,110,0,0,142,10-08-2015
Hydro,330,75,90,88,22,605,10-08-2015
Total,991,923,809,373,41,3136,10-08-2015
Wind Gen(MU),2,19,116,0,0,138,11-08-2015
Hydro,368,72,94,84,21,639,11-08-2015
Total,1003,918,803,371,41,3136,11-08-2015
Wind Gen(MU),2,26,112,0,0,140,12-08-2015
Hydro,363,75,104,82,21,644,12-08-2015
Total,995,903,794,371,39,3102,12-08-2015
Hydro,380,93,95,81,22,670,13-08-2015
Total,1021,891,795,376,42,3125,13-08-2015
Wind Gen(MU),6,35,98,0,0,139,13-08-2015
Hydro,371,99,99,75,21,665,14-08-2015
Wind Gen(MU),4,33,96,0,0,132,14-08-2015
Total,1027,882,809,374,41,3133,14-08-2015
Wind Gen(MU),6,39,82,0,0,128,15-08-2015
Total,945,818,778,358,39,2938,15-08-2015
Hydro,369,97,90,73,21,649,15-08-2015
Hydro,371,58,96,71,23,618,16-08-2015
Wind Gen(MU),7,42,35,0,0,85,16-08-2015
Total,901,838,743,347,38,2867,16-08-2015
Wind Gen(MU),15,36,12,0,0,63,17-08-2015
Hydro,388,99,113,69,24,693,17-08-2015
Total,980,886,767,352,40,3024,17-08-2015
Total,993,912,784,351,38,3078,18-08-2015
Hydro,389,99,108,70,27,692,18-08-2015
Wind Gen(MU),23,30,9,0,0,62,18-08-2015
Wind Gen(MU),26,38,18,0,0,82,19-08-2015
Hydro,325,97,103,76,28,628,19-08-2015
Total,990,923,788,354,39,3094,19-08-2015
Total,1012,933,791,359,36,3131,20-08-2015
Hydro,370,93,102,76,27,668,20-08-2015
Wind Gen(MU),29,59,41,0,0,128,20-08-2015
Hydro,368,92,91,80,27,658,21-08-2015
Total,1033,947,769,360,37,3146,21-08-2015
Wind Gen(MU),27,74,54,0,0,155,21-08-2015
Wind Gen(MU),25,75,58,0,0,158,22-08-2015
Hydro,369,89,78,76,28,640,22-08-2015
Total,1011,948,743,355,40,3097,22-08-2015
Wind Gen(MU),24,81,61,0,0,166,23-08-2015
Hydro,355,73,58,75,28,589,23-08-2015
Total,981,940,715,354,39,3029,23-08-2015
Total,1010,980,762,366,40,3158,24-08-2015
Hydro,343,78,84,76,29,610,24-08-2015
Wind Gen(MU),20,74,75,0,0,169,24-08-2015
Hydro,336,79,88,75,29,606,25-08-2015
Total,1061,988,794,364,42,3249,25-08-2015
Wind Gen(MU),19,65,83,0,0,167,25-08-2015
Total,1096,989,801,362,42,3290,26-08-2015
Wind Gen(MU),23,53,79,0,0,155,26-08-2015
Hydro,339,62,93,75,29,597,26-08-2015
Total,1094,995,790,370,40,3289,27-08-2015
Hydro,334,57,81,74,29,575,27-08-2015
Wind Gen(MU),13,41,81,0,0,135,27-08-2015
Hydro,335,50,69,79,28,561,28-08-2015
Total,1120,995,788,375,41,3320,28-08-2015
Wind Gen(MU),5,31,89,0,0,125,28-08-2015
Total,1101,928,783,376,40,3228,29-08-2015
Hydro,330,40,68,88,28,554,29-08-2015
Wind Gen(MU),13,32,84,0,0,129,29-08-2015
Total,1090,925,764,368,39,3185,30-08-2015
Hydro,316,41,64,85,29,534,30-08-2015
Wind Gen(MU),21,39,77,0,0,138,30-08-2015
Wind Gen(MU),19,44,62,0,0,125,31-08-2015
Hydro,325,39,85,78,29,556,31-08-2015
Total,1134,970,798,366,37,3305,31-08-2015
Hydro,319,39,92,83,26,558,01-09-2015
Wind Gen(MU),19,40,58,0,0,118,01-09-2015
Total,1123,987,812,368,38,3328,01-09-2015
Total,1124,999,793,356,38,3309,02-09-2015
Wind Gen(MU),23,29,45,0,0,98,02-09-2015
Hydro,315,46,86,81,24,552,02-09-2015
Wind Gen(MU),15,13,16,0,0,43,03-09-2015
Total,1114,1015,791,362,39,3321,03-09-2015
Hydro,314,46,98,79,24,561,03-09-2015
Hydro,311,48,95,83,24,560,04-09-2015
Wind Gen(MU),3,11,16,0,0,30,04-09-2015
Total,1126,1017,773,365,39,3320,04-09-2015
Total,1128,1007,768,367,40,3309,05-09-2015
Hydro,298,48,86,81,24,537,05-09-2015
Wind Gen(MU),9,16,8,0,0,34,05-09-2015
Wind Gen(MU),13,24,23,0,0,60,06-09-2015
Hydro,286,29,61,74,25,474,06-09-2015
Total,1100,984,734,350,41,3208,06-09-2015
Wind Gen(MU),9,22,25,0,0,56,07-09-2015
Hydro,287,50,64,80,25,506,07-09-2015
Total,1107,1033,723,367,41,3270,07-09-2015
Wind Gen(MU),6,15,35,0,0,55,08-09-2015
Hydro,276,52,61,75,23,487,08-09-2015
Total,1110,1033,728,367,41,3279,08-09-2015
Wind Gen(MU),4,10,61,0,0,75,09-09-2015
Total,1131,1028,739,375,43,3317,09-09-2015
Hydro,265,27,57,78,21,448,09-09-2015
Wind Gen(MU),4,10,51,0,0,65,09-09-2015
Total,1113,1033,739,374,42,3301,09-09-2015
Hydro,248,39,61,76,21,445,09-09-2015
Hydro,270,28,47,76,21,442,09-09-2015
Wind Gen(MU),6,13,39,0,0,57,09-09-2015
Total,1147,1031,748,375,41,3342,09-09-2015
Wind Gen(MU),7,19,62,0,0,88,12-09-2015
Hydro,283,25,43,71,21,442,12-09-2015
Total,1142,1002,757,368,41,3309,12-09-2015
Hydro,282,18,35,70,20,425,13-09-2015
Wind Gen(MU),11,25,71,0,0,106,13-09-2015
Total,1125,925,724,356,41,3172,13-09-2015
Hydro,289,20,37,67,20,431,14-09-2015
Total,1141,974,754,362,41,3272,14-09-2015
Wind Gen(MU),14,34,80,0,0,129,14-09-2015
Total,1147,977,772,360,43,3299,15-09-2015
Wind Gen(MU),16,32,85,0,0,132,15-09-2015
Hydro,282,25,41,68,19,435,15-09-2015
Wind Gen(MU),6,33,99,0,0,139,16-09-2015
Hydro,278,26,48,70,19,441,16-09-2015
Total,1103,1013,779,351,42,3288,16-09-2015
Hydro,259,19,43,68,17,406,17-09-2015
Wind Gen(MU),5,44,91,0,0,140,17-09-2015
Total,1075,898,751,365,43,3131,17-09-2015
Hydro,246,53,56,68,17,440,18-09-2015
Total,1034,853,788,361,40,3076,18-09-2015
Total,1082,875,772,359,44,3131,18-09-2015
Hydro,249,28,52,66,17,412,18-09-2015
Wind Gen(MU),12,70,96,0,0,178,18-09-2015
Wind Gen(MU),12,61,79,0,0,152,18-09-2015
Total,945,822,750,354,36,2907,20-09-2015
Hydro,242,44,47,65,18,416,20-09-2015
Wind Gen(MU),11,31,79,0,0,121,20-09-2015
Wind Gen(MU),8,35,54,0,0,97,21-09-2015
Hydro,243,38,61,66,19,427,21-09-2015
Total,940,835,771,351,40,2938,21-09-2015
Wind Gen(MU),6,31,48,0,0,85,22-09-2015
Hydro,227,38,71,65,21,422,22-09-2015
Total,899,873,801,351,41,2966,22-09-2015
Total,876,912,795,336,41,2960,23-09-2015
Hydro,248,35,76,64,21,444,23-09-2015
Wind Gen(MU),20,23,21,0,0,64,23-09-2015
Wind Gen(MU),13,21,13,0,0,46,24-09-2015
Total,878,940,776,346,40,2981,24-09-2015
Hydro,236,26,71,64,23,420,24-09-2015
Wind Gen(MU),25,31,19,0,0,75,25-09-2015
Hydro,256,22,68,69,24,439,25-09-2015
Total,905,944,781,340,41,3010,25-09-2015
Wind Gen(MU),23,24,23,0,0,69,26-09-2015
Hydro,245,25,61,70,24,425,26-09-2015
Total,910,959,762,348,41,3020,26-09-2015
Hydro,233,31,41,65,20,390,27-09-2015
Wind Gen(MU),9,13,16,0,0,39,27-09-2015
Total,895,935,735,356,41,2962,27-09-2015
Total,937,995,754,366,42,3095,28-09-2015
Hydro,227,42,56,64,19,408,28-09-2015
Wind Gen(MU),4,9,8,0,0,21,28-09-2015
